辞書,文境界,書字形（＝表層形）,語彙素,語彙素読み,品詞,語形(基本形),語彙素ID
,I,が,が,ガ,助詞-格助詞,ガ,7889
,I,一般,一般,イッパン,名詞-普通名詞-一般,イッパン,2255
,I,的,的,テキ,接尾辞-形状詞的,テキ,25076
,I,で,だ,ダ,助動詞,ダ,22916
,I,ある,有る,アル,動詞-非自立可能,アル,1216
,I,．,．,,補助記号-句点,,51
,B,:n:i,Ｉ,アイ,記号-文字,アイ,81
,B,d,Ｄ,ディー,記号-文字,ディー,25577
,B,f,,,名詞,,　
,B,(,（,,補助記号-括弧開,,46
,B,t,Ｔ,ティー,記号-文字,ティー,24900
,B,i,Ｉ,アイ,記号-文字,アイ,81
,B,),）,,補助記号-括弧閉,,49
,B,=,＝,,補助記号-一般,,55
,B,l,Ｌ,エル,記号-文字,エル,4109
,I,o,Ｏ,オー,記号-文字,オー,5486
,I,g,Ｇ,ジー,記号-文字,ジー,18833
,B,(,（,,補助記号-括弧開,,46
,B,総,総,ソウ,接頭辞,ソウ,20947
,B,文,文,ブン,名詞-普通名詞-一般,ブン,33545
,B,書,書,ショ,名詞-普通名詞-一般,ショ,16524
,B,数,数,スウ,名詞-普通名詞-一般,スウ,18996
,B,単,単,ヒトエ,名詞-普通名詞-一般,ヒトエ,49106
,B,語,語,ゴ,名詞-普通名詞-一般,ゴ,13334
,B,t,Ｔ,ティー,記号-文字,ティー,24900
,B,i,Ｉ,アイ,記号-文字,アイ,81
,B,が,が,ガ,助詞-格助詞,ガ,7889
,B,出,出,デ,名詞-普通名詞-一般,デ,25522
,B,現,現,ゲン,接頭辞,ゲン,11618
,B,す,為る,スル,動詞-非自立可能,ス,19537
,B,る,り,リ,助動詞,リ,39865
,B,文,文,ブン,名詞-普通名詞-一般,ブン,33545
,B,書,書,ショ,名詞-普通名詞-一般,ショ,16524
,B,数,数,スウ,名詞-普通名詞-一般,スウ,18996
,B,+,＋,,補助記号-一般,,86240
,B,1,一,イチ,名詞-数詞,イチ,2050
,B,),）,,補助記号-括弧閉,,49
,B,=,＝,,補助記号-一般,,55
,B,l,Ｌ,エル,記号-文字,エル,4109
,I,o,Ｏ,オー,記号-文字,オー,5486
,I,g,Ｇ,ジー,記号-文字,ジー,18833
,B,(,（,,補助記号-括弧開,,46
,B,N,Ｎ,エヌ,記号-文字,エヌ,3936
,B,d,Ｄ,ディー,記号-文字,ディー,25577
,B,f,,,名詞,,　
,B,(,（,,補助記号-括弧開,,46
,B,t,Ｔ,ティー,記号-文字,ティー,24900
,B,i,Ｉ,アイ,記号-文字,アイ,81
,B,),）,,補助記号-括弧閉,,49
,B,+,＋,,補助記号-一般,,86240
,B,1,一,イチ,名詞-数詞,イチ,2050
,B,),）,,補助記号-括弧閉,,49
,B,さて,扠,サテ,接続詞,サテ,14269
,I,，,，,,補助記号-読点,,50
,I,T,Ｔ,ティー,記号-文字,ティー,24900
,I,F,Ｆ,エフ,記号-文字,エフ,3997
,I,値,値,チ,接尾辞-名詞的-一般,チ,23383
,I,と,と,ト,助詞-格助詞,ト,25826
,I,I,Ｉ,アイ,記号-文字,アイ,81
,I,D,Ｄ,ディー,記号-文字,ディー,25577
,I,F,Ｆ,エフ,記号-文字,エフ,3997
,I,値,値,チ,接尾辞-名詞的-一般,チ,23383
,I,が,が,ガ,助詞-格助詞,ガ,7889
,I,算出,算出,サンシュツ,名詞-普通名詞-サ変可能,サンシュツ,14579
,I,でき,出来る,デキル,動詞-非自立可能,デキル,25624
,I,た,た,タ,助動詞,タ,21642
,I,ところ,所,トコロ,名詞-普通名詞-副詞可能,トコロ,26373
,I,で,で,デ,助詞-格助詞,デ,25518
,I,，,，,,補助記号-読点,,50
,I,最後,最後,サイゴ,名詞-普通名詞-一般,サイゴ,13709
,I,に,に,ニ,助詞-格助詞,ニ,28178
,I,単語,単語,タンゴ,名詞-普通名詞-一般,タンゴ,22806
,I,毎,毎,ゴト,接尾辞-名詞的-一般,ゴト,13517
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,重要,重要,ジュウヨウ,形状詞-一般,ジュウヨウ,18245
,I,度,度,ド,名詞-普通名詞-助数詞可能,ド,26947
,I,を,を,ヲ,助詞-格助詞,ヲ,41407
,I,表す,表わす,アラワス,動詞-一般,アラワス,1169
,I,TF,,,名詞,,　
,I,-,,,名詞,,　
,I,I,Ｉ,アイ,記号-文字,アイ,81
,I,D,Ｄ,ディー,記号-文字,ディー,25577
,I,F,Ｆ,エフ,記号-文字,エフ,3997
,I,値,値,チ,接尾辞-名詞的-一般,チ,23383
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,算出,算出,サンシュツ,名詞-普通名詞-サ変可能,サンシュツ,14579
,I,方法,方法,ホウホウ,名詞-普通名詞-一般,ホウホウ,34563
,I,を,を,ヲ,助詞-格助詞,ヲ,41407
,I,確認,確認,カクニン,名詞-普通名詞-サ変可能,カクニン,6217
,I,しよう,為る,スル,動詞-非自立可能,スル,19537
,I,．,．,,補助記号-句点,,51
,B,:n:T,Ｔ,ティー,記号-文字,ティー,24900
,I,F,Ｆ,エフ,記号-文字,エフ,3997
,I,-,,,名詞,,　
,I,I,Ｉ,アイ,記号-文字,アイ,81
,I,D,Ｄ,ディー,記号-文字,ディー,25577
,I,F,Ｆ,エフ,記号-文字,エフ,3997
,I,値,値,チ,接尾辞-名詞的-一般,チ,23383
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,意味,意味,イミ,名詞-普通名詞-サ変可能,イミ,2492
,I,と,と,ト,助詞-格助詞,ト,25826
,I,計算,計算,ケイサン,名詞-普通名詞-サ変可能,ケイサン,10944
,I,式,式,シキ,名詞-普通名詞-一般,シキ,15098
,B,:n:T,Ｔ,ティー,記号-文字,ティー,24900
,I,F,Ｆ,エフ,記号-文字,エフ,3997
,I,-,,,名詞,,　
,I,I,Ｉ,アイ,記号-文字,アイ,81
,I,D,Ｄ,ディー,記号-文字,ディー,25577
,I,F,Ｆ,エフ,記号-文字,エフ,3997
,I,値,値,チ,接尾辞-名詞的-一般,チ,23383
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,意味,意味,イミ,名詞-普通名詞-サ変可能,イミ,2492
,B,:n:T,Ｔ,ティー,記号-文字,ティー,24900
,I,F,Ｆ,エフ,記号-文字,エフ,3997
,I,-,,,名詞,,　
,I,I,Ｉ,アイ,記号-文字,アイ,81
,I,D,Ｄ,ディー,記号-文字,ディー,25577
,I,F,Ｆ,エフ,記号-文字,エフ,3997
,I,値,値,チ,接尾辞-名詞的-一般,チ,23383
,I,は,は,ハ,助詞-係助詞,ハ,29321
,I,T,Ｔ,ティー,記号-文字,ティー,24900
,I,F,Ｆ,エフ,記号-文字,エフ,3997
,I,値,値,チ,接尾辞-名詞的-一般,チ,23383
,I,と,と,ト,助詞-格助詞,ト,25826
,I,I,Ｉ,アイ,記号-文字,アイ,81
,I,D,Ｄ,ディー,記号-文字,ディー,25577
,I,F,Ｆ,エフ,記号-文字,エフ,3997
,I,値,値,チ,接尾辞-名詞的-一般,チ,23383
,I,を,を,ヲ,助詞-格助詞,ヲ,41407
,I,かけ合わせ,掛け合わせる,カケアワセル,動詞-一般,カケアワセル,6267
,I,て,て,テ,助詞-接続助詞,テ,24874
,I,計算,計算,ケイサン,名詞-普通名詞-サ変可能,ケイサン,10944
,I,する,為る,スル,動詞-非自立可能,スル,19537
,I,．,．,,補助記号-句点,,51
,I,それ,其れ,ソレ,代名詞,ソレ,21461
,I,に,に,ニ,助詞-格助詞,ニ,28178
,I,より,因る,ヨル,動詞-一般,ヨル,39521
,I,，,，,,補助記号-読点,,50
,I,ある,或る,アル,連体詞,アル,1215
,I,文書,文書,ブンショ,名詞-普通名詞-一般,ブンショ,33593
,I,内,内,ナイ,接尾辞-名詞的-一般,ナイ,27441
,I,で,で,デ,助詞-格助詞,デ,25518
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,出現,出現,シュツゲン,名詞-普通名詞-サ変可能,シュツゲン,16396
,I,回数,回数,カイスウ,名詞-普通名詞-一般,カイスウ,5773
,I,は,は,ハ,助詞-係助詞,ハ,29321
,I,多い,多い,オオイ,形容詞-一般,オオイ,4515
,I,が,が,ガ,助詞-格助詞,ガ,7889
,I,他,他,タ,名詞-普通名詞-副詞可能,タ,21645
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,文書,文書,ブンショ,名詞-普通名詞-一般,ブンショ,33593
,I,に,に,ニ,助詞-格助詞,ニ,28178
,I,は,は,ハ,助詞-係助詞,ハ,29321
,I,出現,出現,シュツゲン,名詞-普通名詞-サ変可能,シュツゲン,16396
,I,し,為る,スル,動詞-非自立可能,スル,19537
,I,て,て,テ,助詞-接続助詞,テ,24874
,I,い,居る,イル,動詞-非自立可能,イル,2585
,I,ない,ない,ナイ,助動詞,ナイ,27438
,I,単語,単語,タンゴ,名詞-普通名詞-一般,タンゴ,22806
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,T,Ｔ,ティー,記号-文字,ティー,24900
,I,F,Ｆ,エフ,記号-文字,エフ,3997
,I,-,,,名詞,,　
,I,I,Ｉ,アイ,記号-文字,アイ,81
,I,D,Ｄ,ディー,記号-文字,ディー,25577
,I,F,Ｆ,エフ,記号-文字,エフ,3997
,I,値,値,チ,接尾辞-名詞的-一般,チ,23383
,I,は,は,ハ,助詞-係助詞,ハ,29321
,I,大きく,大きい,オオキイ,形容詞-一般,オオキイ,4563
,I,なり,成る,ナル,動詞-非自立可能,ナル,28061
,I,，,，,,補助記号-読点,,50
,I,それ,其れ,ソレ,代名詞,ソレ,21461
,I,以外,以外,イガイ,名詞-普通名詞-副詞可能,イガイ,1637
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,単語,単語,タンゴ,名詞-普通名詞-一般,タンゴ,22806
,I,に,に,ニ,助詞-格助詞,ニ,28178
,I,つい,つく,ツク,動詞-一般,ツク,24536
,I,て,て,テ,助詞-接続助詞,テ,24874
,I,は,は,ハ,助詞-係助詞,ハ,29321
,I,T,Ｔ,ティー,記号-文字,ティー,24900
,I,F,Ｆ,エフ,記号-文字,エフ,3997
,I,-,,,名詞,,　
,I,I,Ｉ,アイ,記号-文字,アイ,81
,I,D,Ｄ,ディー,記号-文字,ディー,25577
,I,F,Ｆ,エフ,記号-文字,エフ,3997
,I,値,値,チ,接尾辞-名詞的-一般,チ,23383
,I,は,は,ハ,助詞-係助詞,ハ,29321
,I,相対,相対,ソウタイ,名詞-普通名詞-一般,ソウタイ,21104
,I,的,的,テキ,接尾辞-形状詞的,テキ,25076
,I,に,だ,ダ,助動詞,ダ,22916
,I,小さく,小さい,チイサイ,形容詞-一般,チイサイ,23399
,I,なる,成る,ナル,動詞-非自立可能,ナル,28061
,I,．,．,,補助記号-句点,,51
,I, 上記,上記,ジョウキ,名詞-普通名詞-一般,ジョウキ,18508
,I,で,で,デ,助詞-格助詞,デ,25518
,I,算出,算出,サンシュツ,名詞-普通名詞-サ変可能,サンシュツ,14579
,I,し,為る,スル,動詞-非自立可能,スル,19537
,I,た,た,タ,助動詞,タ,21642
,I,T,Ｔ,ティー,記号-文字,ティー,24900
,I,F,Ｆ,エフ,記号-文字,エフ,3997
,I,値,値,チ,接尾辞-名詞的-一般,チ,23383
,I,と,と,ト,助詞-格助詞,ト,25826
,I,I,Ｉ,アイ,記号-文字,アイ,81
,I,D,Ｄ,ディー,記号-文字,ディー,25577
,I,F,Ｆ,エフ,記号-文字,エフ,3997
,I,値,値,チ,接尾辞-名詞的-一般,チ,23383
,I,を,を,ヲ,助詞-格助詞,ヲ,41407
,I,かけ合わせる,掛け合わせる,カケアワセル,動詞-一般,カケアワセル,6267
,I,こと,事,コト,名詞-普通名詞-一般,コト,12836
,I,で,だ,ダ,助動詞,ダ,22916
,I,，,，,,補助記号-読点,,50
,I,単語,単語,タンゴ,名詞-普通名詞-一般,タンゴ,22806
,I,毎,毎,ゴト,接尾辞-名詞的-一般,ゴト,13517
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,重要,重要,ジュウヨウ,形状詞-一般,ジュウヨウ,18245
,I,度,度,ド,名詞-普通名詞-助数詞可能,ド,26947
,I,を,を,ヲ,助詞-格助詞,ヲ,41407
,I,算出,算出,サンシュツ,名詞-普通名詞-サ変可能,サンシュツ,14579
,I,する,為る,スル,動詞-非自立可能,スル,19537
,I,こと,事,コト,名詞-普通名詞-一般,コト,12836
,I,が,が,ガ,助詞-格助詞,ガ,7889
,I,できる,出来る,デキル,動詞-非自立可能,デキル,25624
,I,．,．,,補助記号-句点,,51
,I,T,Ｔ,ティー,記号-文字,ティー,24900
,I,F,Ｆ,エフ,記号-文字,エフ,3997
,I,-,,,名詞,,　
,I,I,Ｉ,アイ,記号-文字,アイ,81
,I,D,Ｄ,ディー,記号-文字,ディー,25577
,I,F,Ｆ,エフ,記号-文字,エフ,3997
,I,値,値,チ,接尾辞-名詞的-一般,チ,23383
,I,は,は,ハ,助詞-係助詞,ハ,29321
,I,文書,文書,ブンショ,名詞-普通名詞-一般,ブンショ,33593
,I,ごと,毎,ゴト,接尾辞-名詞的-一般,ゴト,13517
,I,，,，,,補助記号-読点,,50
,I,単語,単語,タンゴ,名詞-普通名詞-一般,タンゴ,22806
,I,ごと,毎,ゴト,接尾辞-名詞的-一般,ゴト,13517
,I,に,に,ニ,助詞-格助詞,ニ,28178
,I,存在,存在,ソンザイ,名詞-普通名詞-サ変可能,ソンザイ,21491
,I,する,為る,スル,動詞-非自立可能,スル,19537
,I,．,．,,補助記号-句点,,51
,B,:n:T,Ｔ,ティー,記号-文字,ティー,24900
,I,F,Ｆ,エフ,記号-文字,エフ,3997
,I,-,,,名詞,,　
,I,I,Ｉ,アイ,記号-文字,アイ,81
,I,D,Ｄ,ディー,記号-文字,ディー,25577
,I,F,Ｆ,エフ,記号-文字,エフ,3997
,I,値,値,チ,接尾辞-名詞的-一般,チ,23383
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,計算,計算,ケイサン,名詞-普通名詞-サ変可能,ケイサン,10944
,I,式,式,シキ,名詞-普通名詞-一般,シキ,15098
,B,:n:T,Ｔ,ティー,記号-文字,ティー,24900
,I,F,Ｆ,エフ,記号-文字,エフ,3997
,I,-,,,名詞,,　
,I,I,Ｉ,アイ,記号-文字,アイ,81
,I,D,Ｄ,ディー,記号-文字,ディー,25577
,I,F,Ｆ,エフ,記号-文字,エフ,3997
,I,値,値,チ,接尾辞-名詞的-一般,チ,23383
,I,は,は,ハ,助詞-係助詞,ハ,29321
,I,以下,以下,イカ,名詞-普通名詞-一般,イカ,1611
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,式,式,シキ,名詞-普通名詞-一般,シキ,15098
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,よう,様,ヨウ,形状詞-助動詞語幹,ヨウ,39002
,I,に,だ,ダ,助動詞,ダ,22916
,I,，,，,,補助記号-読点,,50
,I,T,Ｔ,ティー,記号-文字,ティー,24900
,I,F,Ｆ,エフ,記号-文字,エフ,3997
,I,値,値,チ,接尾辞-名詞的-一般,チ,23383
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,計算,計算,ケイサン,名詞-普通名詞-サ変可能,ケイサン,10944
,I,式,式,シキ,名詞-普通名詞-一般,シキ,15098
,I,で,で,デ,助詞-格助詞,デ,25518
,I,計算,計算,ケイサン,名詞-普通名詞-サ変可能,ケイサン,10944
,I,し,為る,スル,動詞-非自立可能,スル,19537
,I,た,た,タ,助動詞,タ,21642
,I,値,値,アタイ,名詞-普通名詞-サ変可能,アタイ,724
,I,と,と,ト,助詞-格助詞,ト,25826
,I,I,Ｉ,アイ,記号-文字,アイ,81
,I,D,Ｄ,ディー,記号-文字,ディー,25577
,I,F,Ｆ,エフ,記号-文字,エフ,3997
,I,値,値,チ,接尾辞-名詞的-一般,チ,23383
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,計算,計算,ケイサン,名詞-普通名詞-サ変可能,ケイサン,10944
,I,式,式,シキ,名詞-普通名詞-一般,シキ,15098
,I,で,で,デ,助詞-格助詞,デ,25518
,I,計算,計算,ケイサン,名詞-普通名詞-サ変可能,ケイサン,10944
,I,し,為る,スル,動詞-非自立可能,スル,19537
,I,た,た,タ,助動詞,タ,21642
,I,値,値,アタイ,名詞-普通名詞-サ変可能,アタイ,724
,I,を,を,ヲ,助詞-格助詞,ヲ,41407
,I,かけ合わせる,掛け合わせる,カケアワセル,動詞-一般,カケアワセル,6267
,I,．,．,,補助記号-句点,,51
,B,:n:t,Ｔ,ティー,記号-文字,ティー,24900
,B,f,,,名詞,,　
,B,i,Ｉ,アイ,記号-文字,アイ,81
,B,d,Ｄ,ディー,記号-文字,ディー,25577
,B,f,,,名詞,,　
,B,(,（,,補助記号-括弧開,,46
,B,t,Ｔ,ティー,記号-文字,ティー,24900
,B,i,Ｉ,アイ,記号-文字,アイ,81
,B,,,,,名詞,,　
,B,d,Ｄ,ディー,記号-文字,ディー,25577
,B,j,Ｊ,ジェー,記号-文字,ジェー,17726
,B,),）,,補助記号-括弧閉,,49
,B,=,＝,,補助記号-一般,,55
,B,t,Ｔ,ティー,記号-文字,ティー,24900
,B,f,,,名詞,,　
,B,(,（,,補助記号-括弧開,,46
,B,t,Ｔ,ティー,記号-文字,ティー,24900
,B,i,Ｉ,アイ,記号-文字,アイ,81
,B,,,,,名詞,,　
,B,d,Ｄ,ディー,記号-文字,ディー,25577
,B,j,Ｊ,ジェー,記号-文字,ジェー,17726
,B,),）,,補助記号-括弧閉,,49
,B,・,・,,補助記号-一般,,44
,B,i,Ｉ,アイ,記号-文字,アイ,81
,B,d,Ｄ,ディー,記号-文字,ディー,25577
,B,f,,,名詞,,　
,B,(,（,,補助記号-括弧開,,46
,B,t,Ｔ,ティー,記号-文字,ティー,24900
,B,i,Ｉ,アイ,記号-文字,アイ,81
,B,),）,,補助記号-括弧閉,,49
,B,次,次,ツギ,名詞-普通名詞-一般,ツギ,24527
,I,に,に,ニ,助詞-格助詞,ニ,28178
,I,，,，,,補助記号-読点,,50
,I,簡単,簡単,カンタン,形状詞-一般,カンタン,7700
,I,な,だ,ダ,助動詞,ダ,22916
,I,例,例,レイ,名詞-普通名詞-一般,レイ,40555
,I,を,を,ヲ,助詞-格助詞,ヲ,41407
,I,用い,用いる,モチイル,動詞-一般,モチイル,37748
,I,て,て,テ,助詞-接続助詞,テ,24874
,I,手,手,テ,名詞-普通名詞-助数詞可能,テ,24877
,I,作業,作業,サギョウ,名詞-普通名詞-サ変可能,サギョウ,13981
,I,で,で,デ,助詞-格助詞,デ,25518
,I,T,Ｔ,ティー,記号-文字,ティー,24900
,I,F,Ｆ,エフ,記号-文字,エフ,3997
,I,-,,,名詞,,　
,I,I,Ｉ,アイ,記号-文字,アイ,81
,I,D,Ｄ,ディー,記号-文字,ディー,25577
,I,F,Ｆ,エフ,記号-文字,エフ,3997
,I,に,に,ニ,助詞-格助詞,ニ,28178
,I,よる,因る,ヨル,動詞-一般,ヨル,39521
,I,単語,単語,タンゴ,名詞-普通名詞-一般,タンゴ,22806
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,重み付け,重み付け,オモミヅケ,名詞-普通名詞-サ変可能,オモミヅケ,5281
,I,を,を,ヲ,助詞-格助詞,ヲ,41407
,I,し,為る,スル,動詞-非自立可能,スル,19537
,I,て,て,テ,助詞-接続助詞,テ,24874
,I,みよう,見る,ミル,動詞-非自立可能,ミル,36920
,I,．,．,,補助記号-句点,,51
,B,:n:T,Ｔ,ティー,記号-文字,ティー,24900
,I,F,Ｆ,エフ,記号-文字,エフ,3997
,I,-,,,名詞,,　
,I,I,Ｉ,アイ,記号-文字,アイ,81
,I,D,Ｄ,ディー,記号-文字,ディー,25577
,I,F,Ｆ,エフ,記号-文字,エフ,3997
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,計算,計算,ケイサン,名詞-普通名詞-サ変可能,ケイサン,10944
,I,例,例,レイ,名詞-普通名詞-一般,レイ,40555
,B,:n:２,二,フタ,名詞-数詞,フタ,32850
,I,つ,つ,ツ,接尾辞-名詞的-助数詞,ツ,24322
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,文書,文書,ブンショ,名詞-普通名詞-一般,ブンショ,33593
,I,を,を,ヲ,助詞-格助詞,ヲ,41407
,I,例,例,レイ,名詞-普通名詞-一般,レイ,40555
,I,と,と,ト,助詞-格助詞,ト,25826
,I,し,為る,スル,動詞-非自立可能,スル,19537
,I,て,て,テ,助詞-接続助詞,テ,24874
,I,考えよう,考える,カンガエル,動詞-一般,カンガエル,7514
,I,．,．,,補助記号-句点,,51
,I,一方,一方,イッポウ,名詞-普通名詞-副詞可能,イッポウ,2268
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,文書,文書,ブンショ,名詞-普通名詞-一般,ブンショ,33593
,I,A,Ａ,エー,記号-文字,エー,4296
,I,を,を,ヲ,助詞-格助詞,ヲ,41407
,I,「,「,,補助記号-括弧開,,33
,I,リンゴ,林檎,リンゴ,名詞-普通名詞-一般,リンゴ,40391
,I,と,と,ト,助詞-格助詞,ト,25826
,I,ミカン,蜜柑,ミカン,名詞-普通名詞-一般,ミカン,36301
,I,と,と,ト,助詞-格助詞,ト,25826
,I,ミカン,蜜柑,ミカン,名詞-普通名詞-一般,ミカン,36301
,I,と,と,ト,助詞-格助詞,ト,25826
,I,バナナ,バナナ-banana,バナナ,名詞-普通名詞-一般,バナナ,30729
,I,」,」,,補助記号-括弧閉,,34
,I,，,，,,補助記号-読点,,50
,I,もう,もう,モウ,副詞,モウ,37569
,I,一方,一方,イッポウ,名詞-普通名詞-副詞可能,イッポウ,2268
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,文書,文書,ブンショ,名詞-普通名詞-一般,ブンショ,33593
,I,B,Ｂ,ビー,記号-文字,ビー,32144
,I,を,を,ヲ,助詞-格助詞,ヲ,41407
,I,[,［,,補助記号-括弧開,,58
,I,バナナ,バナナ-banana,バナナ,名詞-普通名詞-一般,バナナ,30729
,I,と,と,ト,助詞-格助詞,ト,25826
,I,ミカン,蜜柑,ミカン,名詞-普通名詞-一般,ミカン,36301
,I,と,と,ト,助詞-格助詞,ト,25826
,I,イチゴ,苺,イチゴ,名詞-普通名詞-一般,イチゴ,2078
,I,と,と,ト,助詞-格助詞,ト,25826
,I,イチゴ,苺,イチゴ,名詞-普通名詞-一般,イチゴ,2078
,I,と,と,ト,助詞-格助詞,ト,25826
,I,ブドウ,葡萄,ブドウ,名詞-普通名詞-一般,ブドウ,33422
,I,],］,,補助記号-括弧閉,,59
,I,と,と,ト,助詞-格助詞,ト,25826
,I,する,為る,スル,動詞-非自立可能,スル,19537
,I,．,．,,補助記号-句点,,51
,I,今回,今回,コンカイ,名詞-普通名詞-副詞可能,コンカイ,13150
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,例,例,レイ,名詞-普通名詞-一般,レイ,40555
,I,で,で,デ,助詞-格助詞,デ,25518
,I,は,は,ハ,助詞-係助詞,ハ,29321
,I,名詞,名詞,メイシ,名詞-普通名詞-一般,メイシ,37281
,I,のみ,のみ,ノミ,助詞-副助詞,ノミ,29213
,I,を,を,ヲ,助詞-格助詞,ヲ,41407
,I,単語,単語,タンゴ,名詞-普通名詞-一般,タンゴ,22806
,I,と,と,ト,助詞-格助詞,ト,25826
,I,し,為る,スル,動詞-非自立可能,スル,19537
,I,て,て,テ,助詞-接続助詞,テ,24874
,I,考える,考える,カンガエル,動詞-一般,カンガエル,7514
,I,こと,事,コト,名詞-普通名詞-一般,コト,12836
,I,に,に,ニ,助詞-格助詞,ニ,28178
,I,する,為る,スル,動詞-非自立可能,スル,19537
,I,．,．,,補助記号-句点,,51
,B,:n:始め,始め,ハジメ,名詞-普通名詞-副詞可能,ハジメ,29728
,I,に,に,ニ,助詞-格助詞,ニ,28178
,I,，,，,,補助記号-読点,,50
,I,文書,文書,ブンショ,名詞-普通名詞-一般,ブンショ,33593
,I,A,Ａ,エー,記号-文字,エー,4296
,I,に,に,ニ,助詞-格助詞,ニ,28178
,I,出現,出現,シュツゲン,名詞-普通名詞-サ変可能,シュツゲン,16396
,I,する,為る,スル,動詞-非自立可能,スル,19537
,I,単語,単語,タンゴ,名詞-普通名詞-一般,タンゴ,22806
,I,に,に,ニ,助詞-格助詞,ニ,28178
,I,つい,つく,ツク,動詞-一般,ツク,24536
,I,て,て,テ,助詞-接続助詞,テ,24874
,I,，,，,,補助記号-読点,,50
,I,T,Ｔ,ティー,記号-文字,ティー,24900
,I,F,Ｆ,エフ,記号-文字,エフ,3997
,I,値,値,チ,接尾辞-名詞的-一般,チ,23383
,I,を,を,ヲ,助詞-格助詞,ヲ,41407
,I,計算,計算,ケイサン,名詞-普通名詞-サ変可能,ケイサン,10944
,I,する,為る,スル,動詞-非自立可能,スル,19537
,I,．,．,,補助記号-句点,,51
,B,:n:t,Ｔ,ティー,記号-文字,ティー,24900
,B,f,,,名詞,,　
,B,(,（,,補助記号-括弧開,,46
,B,リ,リ-ris,リ,名詞-普通名詞-一般,リ,218749
,B,ン,ん,ン,感動詞-一般,ン,336114
,B,ゴ,御,ゴ,名詞-普通名詞-一般,ゴ,136322
,B,,,,,名詞,,　
,B,A,Ａ,エー,記号-文字,エー,4296
,B,),）,,補助記号-括弧閉,,49
,B,=,＝,,補助記号-一般,,55
,B,1,一,イチ,名詞-数詞,イチ,2050
,B,4,四,ヨン,名詞-数詞,ヨン,39551
,B,=,＝,,補助記号-一般,,55
,B,0,ゼロ-zero,ゼロ,名詞-数詞,ゼロ,20754
,I,.,．,,補助記号-句点,,51
,I,2,二,ニ,名詞-数詞,ニ,28181
,I,5,五,ゴ,名詞-数詞,ゴ,13327
,B,t,Ｔ,ティー,記号-文字,ティー,24900
,B,f,,,名詞,,　
,B,(,（,,補助記号-括弧開,,46
,B,ミ,身,ミ,名詞-普通名詞-一般,ミ,36235
,B,カ,蚊,カ,名詞-普通名詞-一般,カ,5591
,B,ン,ん,ン,感動詞-一般,ン,336114
,B,,,,,名詞,,　
,B,A,Ａ,エー,記号-文字,エー,4296
,B,),）,,補助記号-括弧閉,,49
,B,=,＝,,補助記号-一般,,55
,B,2,二,ニ,名詞-数詞,ニ,28181
,B,4,四,ヨン,名詞-数詞,ヨン,39551
,B,=,＝,,補助記号-一般,,55
,B,0,ゼロ-zero,ゼロ,名詞-数詞,ゼロ,20754
,I,.,．,,補助記号-句点,,51
,I,5,五,ゴ,名詞-数詞,ゴ,13327
,I,0,ゼロ-zero,ゼロ,名詞-数詞,ゼロ,20754
,B,t,Ｔ,ティー,記号-文字,ティー,24900
,B,f,,,名詞,,　
,B,(,（,,補助記号-括弧開,,46
,B,バ,ばっ,バッ,副詞,バ,30702
,B,ナ,菜,ナ,名詞-普通名詞-一般,ナ,43559
,B,ナ,菜,ナ,名詞-普通名詞-一般,ナ,43559
,B,,,,,名詞,,　
,B,A,Ａ,エー,記号-文字,エー,4296
,B,),）,,補助記号-括弧閉,,49
,B,=,＝,,補助記号-一般,,55
,B,1,一,イチ,名詞-数詞,イチ,2050
,B,4,四,ヨン,名詞-数詞,ヨン,39551
,B,=,＝,,補助記号-一般,,55
,B,0,ゼロ-zero,ゼロ,名詞-数詞,ゼロ,20754
,I,.,．,,補助記号-句点,,51
,I,2,二,ニ,名詞-数詞,ニ,28181
,I,5,五,ゴ,名詞-数詞,ゴ,13327
,B,同様,同様,ドウヨウ,形状詞-一般,ドウヨウ,27172
,I,に,だ,ダ,助動詞,ダ,22916
,I,，,，,,補助記号-読点,,50
,I,文書,文書,ブンショ,名詞-普通名詞-一般,ブンショ,33593
,I,B,Ｂ,ビー,記号-文字,ビー,32144
,I,に,に,ニ,助詞-格助詞,ニ,28178
